video_id,s3_uri,downsampled_s3_uri,sha1_checksum,downsampled_sha1_checksum
aceu.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/aceu.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/aceu.mp4,fec9c0f9479ac580f2bab7d258b15f49f847e108,a55fb66a7d0efdd3638dbe1dc66aa4f3c610692c
acgp.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/acgp.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/acgp.mp4,b32a23c8142b846acd42680bec1061d4ca70f338,3b2e81b9532e0f16a474bb443d5e3343837f028c
acii.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/acii.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/acii.mp4,7cc7d62c8cea16373b6fabe5ac63ea859d727338,f200f4c021a1b1e814f286eff899b6e545b67007
acjm.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/acjm.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/acjm.mp4,aa402c5e0e5d15470311746f3b5345783dd56012,82786b4d321805807a72aa2f8567c8df82ad7fa9
acpr.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/acpr.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/acpr.mp4,8ce63d0015cfff908fe65ee0423c2e5b915cd041,b8e0108b53e4a9790af1962ba94cb3fdbf87248b
acyi.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/acyi.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/acyi.mp4,2de129127a84e81eb3960f83b3fdf2136ab91750,29b8a1972e18002a29f08363b0bbe2ca2bdc40e7
aczq.avi,s3://drivendata-competition-depth-estimation-public/train_videos/aczq.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aczq.avi,84cb739a9e52a99c0a7b5ec8f41ba42449569cd8,630622eced4a88c94cd58e16f69d47e73f0a76a5
adfm.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/adfm.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/adfm.mp4,bdb38fea4be59db3be098128554d4d450eb0ceba,cb260f6220b839e438700a79159a7ef77dbbaaa7
adky.avi,s3://drivendata-competition-depth-estimation-public/train_videos/adky.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/adky.avi,3132e7ce36dc0d597d20cb683bb62c7c177d639a,ccc0f8a157e4c078c26d43de82a90888fb4f0214
admu.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/admu.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/admu.mp4,6c96a7ab6401481da2d9bf622a255c0e0f9a8e41,4df47d483f069cf06756f8b82f3b7d5b2ee10b98
admx.avi,s3://drivendata-competition-depth-estimation-public/train_videos/admx.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/admx.avi,37239ad28213ee21d6d67c2f5f1f4d51abd79175,070736bc1ece8ba630bd88cf8a95cef20185aeca
adsm.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/adsm.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/adsm.mp4,3e38eb8ff40c5ebe9ed60511b21f47345cb2be28,f70e1e2d92ab59f62b879d01107acdba54533f15
adwm.avi,s3://drivendata-competition-depth-estimation-public/test_videos/adwm.avi,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/adwm.avi,9c4a7810fa738046c9d5c1b27ad0aceb258db7bf,1e87fc19577ecaa7762cfa993721cb1573d5c791
adxk.avi,s3://drivendata-competition-depth-estimation-public/test_videos/adxk.avi,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/adxk.avi,76c1213447a9dc5d479fffdeff8176453019344b,361708ccfecf5c860af98775bfff718f03f9d0a7
adxl.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/adxl.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/adxl.mp4,27ebe1ba8d5517985854aa091f3d6db51c7bfe92,2b05e89429a764585ae1d768740f176cac1a18f8
adxn.avi,s3://drivendata-competition-depth-estimation-public/test_videos/adxn.avi,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/adxn.avi,a8bcdb1bc009037ed42aaec8b739c48101c9a5de,51920721657e14674aa36972ce045de2a497d5d5
adzf.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/adzf.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/adzf.mp4,ed7d7094bc49ae8488a6a88ff818c0f1e33e5b0d,c49c75ab899de181c65258211bcd2acf6b731d55
aeai.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aeai.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aeai.mp4,085a679e40a8f634dbf61d8415856d7b6d4cdad6,c0c092a972cfa4e87226628ad4377c9bbf68201a
aeea.avi,s3://drivendata-competition-depth-estimation-public/train_videos/aeea.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aeea.avi,df0af27cbf9919117a5bef894e5093f2cf5a461a,cc9ac3f9d2eb4a5cc7175289240d0e2e72c00566
aena.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aena.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aena.mp4,bcf68eba81ef7fee474d2f359394249c57e26547,2efca3b01a123b5b0399191a75bbedd6b6e998cf
aend.avi,s3://drivendata-competition-depth-estimation-public/train_videos/aend.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aend.avi,2047f6f9f8fe7561c4f9fdba8157143cbc20cc64,47f8f785985870924b65ffbde78a36e485933a82
aerw.avi,s3://drivendata-competition-depth-estimation-public/train_videos/aerw.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aerw.avi,ee12482e67f327f8820e8953be1a103a7ab845cc,45b04eed779de60078ac17cc2821c76d3d5b3f6b
aeus.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aeus.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aeus.mp4,1fae417313ba12e422a51ab82ba8f101a684fa8a,f0dd2e36c58805c2e307685551025531bc931693
aexm.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/aexm.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/aexm.mp4,fb2df7d3dc7aa6b15a0be322e88e415620d6c6ca,586d437b489d85b80beaba4359071072001055e9
afkc.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/afkc.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/afkc.mp4,5c5ed4e4923ec382b5df40b1833cc4ff4fb2c7a8,150e3c1c3e4512d039ce8703b0fa116c44d1700e
afwa.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/afwa.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/afwa.mp4,f6ae1605c6754243faf8c923a4df1e75688236a1,d983a0e67268e1a95d0f5fc18432f42b22920326
afxf.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/afxf.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/afxf.mp4,a0462ae9492b5f79c1bfef95df93aab09f176e0c,e7cf11b5c62be9990651bda4325e07383f4ae37f
aggz.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aggz.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aggz.mp4,48f215b1dd67d7c8309adc274fdfc59f01d0b2a8,cfd891a0d6d5c8acdd1f2ef8018a6a30d6368758
agku.avi,s3://drivendata-competition-depth-estimation-public/test_videos/agku.avi,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/agku.avi,49150f5fa4d5097ae5c50d9f1ba1c9b13e52b9bd,8660cbbc1747e81300f2469b2036e3a522abc273
agvj.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/agvj.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/agvj.mp4,c5588d6377c5e1d878d4fa779ea56fdd58a5fd2e,e3ac05966de9b79fdcde87722674a7196ac9deb1
agvr.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/agvr.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/agvr.mp4,e5d92dec2eb5844925018ccf52b0c694156a6af5,38dd570c569c3768a054348832e9ddcfb7108b0c
ahlg.avi,s3://drivendata-competition-depth-estimation-public/test_videos/ahlg.avi,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/ahlg.avi,4bba2764781a558efd6d4840d2ae2149e7c1869b,f6cbbb5dc05c89264b9816e4fe09fd417bbc08ed
ahpy.avi,s3://drivendata-competition-depth-estimation-public/test_videos/ahpy.avi,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/ahpy.avi,ffd28c42521c85d4a1bb08902f0140ec037880a8,31abee42eee79656b53db81efc813b32be2b1a20
ahvh.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/ahvh.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/ahvh.mp4,7be90797d16675ab408236f892bb11eada36c673,e9b90b2f8f6e4d334971cae15b17f19f53e4bbcc
ahww.avi,s3://drivendata-competition-depth-estimation-public/train_videos/ahww.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/ahww.avi,d60c98cfb84c0cbf6f63b759e6d43b32c67b6037,84be3fe921feafc05edb1702c401d40d8df1e389
aihx.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aihx.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aihx.mp4,88bbd76c8fb3f6e25b7882ef90867227292b985c,7196ec7f769493b891616f72ae3fd649fb39d774
aiii.avi,s3://drivendata-competition-depth-estimation-public/test_videos/aiii.avi,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/aiii.avi,a9dca8d2512f8896204777545f99b73851a6312b,d2c6e237e8f51267b27ed1b0a4b98398b3e8e023
aiiu.avi,s3://drivendata-competition-depth-estimation-public/test_videos/aiiu.avi,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/aiiu.avi,29af312751f1c681f05947a0f86a924e0676d24f,9f834fbc280cadd1f67f9acfb87b1083eca9af75
aiju.avi,s3://drivendata-competition-depth-estimation-public/train_videos/aiju.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aiju.avi,f64109bc63fafc81e8ea07194377a0666f20ad2f,ba90c0ca4cc2d28596964a6f1aa9625d8ebeb016
aioa.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aioa.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aioa.mp4,bf29f430284544501391f70c4c3eb1c684fe07b7,3a7af5acc6dc14266e14b3783d9fb5fc0a896287
aitl.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aitl.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aitl.mp4,1d0e09d95d43e9c2d0911057412e839d5d3c4644,b22670863a9807f082db8f51347d2fccd5ee5714
aiwa.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aiwa.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aiwa.mp4,10080b9f85ee1ac080e57360c0ea5a545e2a896a,1cf4d5d84ff8412fc57558c7f0e5bbc046ced211
ajfu.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/ajfu.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/ajfu.mp4,64775eb5a9b18894f37b6d2baf87d012f0e92582,c5e338599765ec6a6eb567492cbccc0d9b604820
ajla.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/ajla.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/ajla.mp4,338a9fe0ae9f331cf2550c09a4a63d5793c90ab9,1995f21ecdb05432d520b8bcaa6a1d38631643aa
ajxx.avi,s3://drivendata-competition-depth-estimation-public/train_videos/ajxx.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/ajxx.avi,f8a57f6c490e18a4a8681fd15fdae2ead276fbd3,8f6e69896b001c09ade9eac5d2b3b80ca5abc39a
akan.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/akan.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/akan.mp4,fffb3f313742eb07ecbbfd71d74a31ed311d7972,d2f3bd52d6a1bc8051115a4999a1eee74577dd19
akqh.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/akqh.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/akqh.mp4,d6ba0df8050ea6a045b66bfabdea10bed4d5f1c3,5e5fb1185dfd717ed53a4d1fc8588a433d4ab4ab
alaa.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/alaa.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/alaa.mp4,606f2443c12f0ea89b331a4eec6acab70f1d7be9,de23764485ef100f32d56b2e9463cc7575a836cc
aloq.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aloq.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aloq.mp4,ff3de3748f083cccfd53815c798194ff4890ca3f,deb6ad694a2dd18ac434ba5efd773bd015aa7573
alwg.avi,s3://drivendata-competition-depth-estimation-public/train_videos/alwg.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/alwg.avi,db0874d489dea3a13aa2a3bf2773a393f637605a,f38f4f44b760d1f12009991050dc2bc4ad44c2a7
amfi.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/amfi.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/amfi.mp4,144a2c8f9ac66b0edafceec9711e779400c9a98d,2164927a716d424f69f603e6340e4a9aebcef73b
amkc.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/amkc.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/amkc.mp4,9e5830ed0318ff017c2fa36213bec9aaf2ace616,dfe5553a1d2b9c8bb5635cad99f8acc0be1af7e9
amnj.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/amnj.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/amnj.mp4,0ccfbdcd8b0c51136839b30905aa25e9bb11c50a,615d565de25e4eb2b4b6d4c5dc4ca4430bfc3247
amnv.avi,s3://drivendata-competition-depth-estimation-public/train_videos/amnv.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/amnv.avi,e005bdab73145cf0b1bac2f775ab55793dbdff31,de393cff044e962af411792f3709fbdb5c455b66
amox.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/amox.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/amox.mp4,75d3de6717e732ced3d103cca750fc8ab7d6d381,a757c6d913a551db7c79e0f9bfd300830217f9fe
amwt.avi,s3://drivendata-competition-depth-estimation-public/train_videos/amwt.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/amwt.avi,f0d1cf12e4935ac4e5b556c3a28b5933c19985e7,5513c73a2f0578e01f59d652f69c4f0a27b89518
amya.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/amya.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/amya.mp4,012bdad1e2402796ef431e46593f7e2433b88e6b,cd2ae8cf687732843544e853f76a8614b910629c
andz.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/andz.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/andz.mp4,0756d2aab66af850e9d6e11b74ef2a533fcd1eae,093dc0b541d7db131ac8850264bdad3f01d69e46
anfk.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/anfk.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/anfk.mp4,2ce58773f2e9cd0bff3459f4f1ececdacee94482,d7644c78f1359f34dd8d0f60ac8c36db909eb67c
anpd.avi,s3://drivendata-competition-depth-estimation-public/train_videos/anpd.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/anpd.avi,40e499721acea6f88f2c8f79473715397fbee5fc,ad8e8aee1f3f4f24ce5c2f554447c51f7272a2b1
anvn.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/anvn.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/anvn.mp4,6eb524f7235fce8fdfa6696238d23848625f3c42,a3144b301b4c272f6be66b44e55d70b2844a47fc
anwz.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/anwz.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/anwz.mp4,d837d7ac81a84840447b860d85860df191482a29,2c22f1716a24a5c72e81d00eed35805e09becf75
aoaq.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/aoaq.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/aoaq.mp4,9b2212384d9f43c93fddf0ab7452c29c69830b46,6281d50b9d78125d5ab8b1f0ff899440c2eb5a75
aogc.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aogc.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aogc.mp4,4fd34a67342b8bf0e1b628912d3c77bd43b01b48,7124294a196099c2e58d9ee3764682acb5ba8f2b
aopg.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aopg.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aopg.mp4,7ad49e3caf1866b7b2615528c4840ccbfbe43978,c64c241bcdf43e95bfeb5d595a4926da2d9cc874
apab.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/apab.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/apab.mp4,943c4710fb31230ac47278e0339037918b90a9eb,8a0229928b5d2ef25cade0ee77a52f9f457248f0
apgq.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/apgq.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/apgq.mp4,3b7748001684823201641f9c3bb74617f933ace4,50792c269510e72054daced8c58837692a74231f
apob.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/apob.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/apob.mp4,90d0aab5bf13c11e1d5e4fd3f61c7d31368f7d7a,4e410158fcb8374c7a4808e9e3e748491c5253d0
aprj.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aprj.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aprj.mp4,422939d0791774a97c3f76b8cec88d4ac9795b29,a5f734e54677a9eb726fe722089b5e114cc43422
aqda.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aqda.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aqda.mp4,ca1d5a17146e6858c21b7f295e1bcb34560de761,4358a10a55c77d78711fc4853c9f6a3e4ed1c57c
aqdc.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aqdc.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aqdc.mp4,cd95803a105ba0f94f48e7da2e2c15667415e736,9b81b0c51f04b90189ed0cac082d8214ac313391
aqhq.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aqhq.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aqhq.mp4,d762d1be334492f30d194ab48daf1e119d62c356,746b56d3664d46b441407754bbe31fd2bde830cd
aqiu.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aqiu.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aqiu.mp4,375dc4d6c4f5b4a1d11d2bd366291db1d792ccbb,181b3745846617bc17aa4e98ca4e9b8ddc7008e7
aqln.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/aqln.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/aqln.mp4,77beb404fc95c2c9f77aa8901ad9bdd5dea273af,f91ec26c9d0c062b3a7f16089404689128be3d48
aqnm.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aqnm.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aqnm.mp4,c5a338c84fe8b98f22de67be805b1389730d79a5,a74b5e2300753e893c0f60dace7f151d83b8267c
aqqh.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aqqh.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aqqh.mp4,50f2c93b2e69c15e266f61276a311311e1d4f738,7baf5643d3d41f8cc56e57f7366b785b233a6e2e
aqtc.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/aqtc.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/aqtc.mp4,83ece321c1846dfd28c235000b0c8a2551374afc,b7b096ff1f604e487f422086be07fb29aca21d75
aqte.avi,s3://drivendata-competition-depth-estimation-public/train_videos/aqte.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aqte.avi,d10f3b00bb46f30a16abb18f04d4c7e5a3d9261d,0945655662f2d144d28782ad81e1f1389f8d253c
aram.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/aram.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/aram.mp4,90488d9e665abee67696326914c13c1cb44314e1,82656623910f4ce9fc0281b87f7b2103c497b695
arfh.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/arfh.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/arfh.mp4,8d57e088222a053756a985e03aa884cda13713dd,e6ae4ad9f1d26b79fe155e4baddd9bc95e549aa6
arha.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/arha.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/arha.mp4,1a58b18b12000b381a888ad1f4bf585c546240cb,bb12f6a823bbb7fa511304f474401c368f4e4e29
arwu.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/arwu.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/arwu.mp4,e150df909a91f4061cb0b301746692152f600ae2,1dd78ea576372918eceec43cb65b50a160932cf3
asbw.avi,s3://drivendata-competition-depth-estimation-public/train_videos/asbw.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/asbw.avi,691e8e14bf2bec17dc662ec64f0b83ca3bc251cb,8da50713aaf249d35c470a9b5bda5b8b752ef03a
ascj.avi,s3://drivendata-competition-depth-estimation-public/test_videos/ascj.avi,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/ascj.avi,f6c977135628d8859273013fd1d544ec4d75b534,ed268bac5136e93bb2272b0a2ce7a6bf1479521d
assg.avi,s3://drivendata-competition-depth-estimation-public/test_videos/assg.avi,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/assg.avi,05dffaea42cdc41651a941e7c7beec42f3c92469,ab451b4ef168817fe6e4e02e65d5fcfffc810c22
asvn.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/asvn.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/asvn.mp4,f44def3bad6e3d4f6ba6fec40b097221a1e9cc51,9ee6d8cb04a7759f3417485a1bc57fbf29b1076e
aswp.mp4,s3://drivendata-competition-depth-estimation-public/test_videos/aswp.mp4,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/aswp.mp4,dfd924f61fa8643c927ce9b48f2d3266e603ae03,3ed6e37a42dcb1eea9b642495431e5d5c2857ec2
atgf.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/atgf.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/atgf.mp4,f74edf1b087beeee0d21f0f10b967e01a9fe4d10,42fef28ff962ea7c244e3b43481ea3f0b126cdbd
attw.avi,s3://drivendata-competition-depth-estimation-public/train_videos/attw.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/attw.avi,670fb865e56c92ba67ad87887145039e1f7a69bb,29b72791ed8e94be56af46ad476034fdb63aa90c
auem.avi,s3://drivendata-competition-depth-estimation-public/train_videos/auem.avi,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/auem.avi,fe01f9d71221a8fc3a1feac4eda1cc8c380c5e4b,4827aba37f4b3ed252ddb7f581efb747d0caa09b
auii.avi,s3://drivendata-competition-depth-estimation-public/test_videos/auii.avi,s3://drivendata-competition-depth-estimation-public/test_videos_downsampled/auii.avi,0c1000875fe2b3e9cca283d1c3742b620ce832d8,c26ee96c93a0ec8e9de354d8ff3ae14c1ff7ae8c
aulj.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/aulj.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/aulj.mp4,3bf8eac82fddf3d9d15ce8a4268e52d171b931f0,8162ae23335146c6079e6d454d6ee746e93865e8
auno.mp4,s3://drivendata-competition-depth-estimation-public/train_videos/auno.mp4,s3://drivendata-competition-depth-estimation-public/train_videos_downsampled/auno.mp4,edd0d1e3f75d9be0b22c6eaea7fb1763ea85c3a8,6eb4742a373ff4e43453109ab37c52ac81319270
